Year,Date,Site,Transect,Uniq_Transect,Protocol,Start_Time,Start_Depth,End_Depth,Temp,Organism,Isolates,Depth_Top,Max_Diam,Max_Length,Max_Width,Max_Height,OD,TD,RD,Disease,Percent_Pale,Percent_Bleach,Bleaching,Collector,Notes
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,19,MISSING,MISSING,6,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,24,MISSING,MISSING,8,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,17,MISSING,MISSING,17,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MALC,MISSING,MISSING,30,MISSING,MISSING,37,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,ATEN,MISSING,MISSING,31,MISSING,MISSING,21,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MALC,MISSING,MISSING,22,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,ATEN,MISSING,MISSING,49,MISSING,MISSING,33,30,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,13,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,ATEN,MISSING,MISSING,77,MISSING,MISSING,50,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,SSID,MISSING,MISSING,17,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MALC,MISSING,MISSING,27,MISSING,MISSING,49,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MALC,MISSING,MISSING,26,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,20,MISSING,MISSING,12,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,21,MISSING,MISSING,13,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,16,MISSING,MISSING,17,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,14,MISSING,MISSING,9,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,SSID,MISSING,MISSING,61,MISSING,MISSING,47,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,ATEN,MISSING,MISSING,32,MISSING,MISSING,22,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MALC,MISSING,MISSING,10,MISSING,MISSING,7,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MALC,MISSING,MISSING,35,MISSING,MISSING,42,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,11,MISSING,MISSING,5,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,OANN,MISSING,MISSING,45,MISSING,MISSING,28,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,OFAV,MISSING,MISSING,98,MISSING,MISSING,55,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,13,MISSING,MISSING,13,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,ATEN,MISSING,MISSING,57,MISSING,MISSING,MISSING,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,SSID,MISSING,MISSING,10,MISSING,MISSING,18,0,MISSING,20,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,13,MISSING,MISSING,17,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,31,MISSING,MISSING,28,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,51,MISSING,MISSING,40,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,13,MISSING,MISSING,12,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,17,MISSING,MISSING,13,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,55,MISSING,MISSING,28,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,25,MISSING,MISSING,18,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,15,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,49,MISSING,MISSING,45,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,20,MISSING,MISSING,8,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,SSID,MISSING,MISSING,30,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,45,MISSING,MISSING,27,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,25,MISSING,MISSING,25,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,ATEN,MISSING,MISSING,106,MISSING,MISSING,30,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,MCOM,MISSING,MISSING,55,MISSING,MISSING,31,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,33,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,31,MISSING,MISSING,25,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,20,MISSING,MISSING,25,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,19,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5BR,1,2013.C.WP5BR.1,MBRS,12:43,2,MISSING,MISSING,PAST,MISSING,MISSING,63,MISSING,MISSING,40,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,15,MISSING,MISSING,7,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,MALC,MISSING,MISSING,15,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,53,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,13,MISSING,MISSING,8,0,MISSING,10,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,18,MISSING,MISSING,9,0,MISSING,20,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,17,MISSING,MISSING,8,0,MISSING,10,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,140,MISSING,MISSING,80,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,EFAS,MISSING,MISSING,20,MISSING,MISSING,30,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,OFAV,MISSING,MISSING,55,MISSING,MISSING,25,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,17,MISSING,MISSING,6,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,23,MISSING,MISSING,18,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,50,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,MALC,MISSING,MISSING,51,MISSING,MISSING,30,0,MISSING,15,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,AAGA,MISSING,MISSING,10,MISSING,MISSING,8,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,MCAV,MISSING,MISSING,14,MISSING,MISSING,7,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,AAGA,MISSING,MISSING,17,MISSING,MISSING,4,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,PAST,MISSING,MISSING,13,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,PB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,MCOM,MISSING,MISSING,30,MISSING,MISSING,27,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,MALC,MISSING,MISSING,20,MISSING,MISSING,13,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,MCOM,MISSING,MISSING,40,MISSING,MISSING,19,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,115,MISSING,MISSING,25,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,MCOM,MISSING,MISSING,25,MISSING,MISSING,30,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,1,2013.C.WP5SFR.1,MBRS,11:00,3,MISSING,MISSING,MALC,MISSING,MISSING,20,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,90,MISSING,MISSING,12,50,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,10,MISSING,MISSING,3,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,MALC,MISSING,MISSING,13,MISSING,MISSING,8,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,AAGA,MISSING,MISSING,11,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,MALC,MISSING,MISSING,21,MISSING,MISSING,9,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,OFRA,MISSING,MISSING,17,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,MALC,MISSING,MISSING,19,MISSING,MISSING,30,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,80,MISSING,MISSING,25,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,SSID,MISSING,MISSING,16,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,75,MISSING,MISSING,18,90,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,MALC,MISSING,MISSING,30,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,MALC,MISSING,MISSING,28,MISSING,MISSING,20,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,AAGA,MISSING,MISSING,12,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,MALC,MISSING,MISSING,19,MISSING,MISSING,25,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,MALC,MISSING,MISSING,20,MISSING,MISSING,29,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,91,MISSING,MISSING,71,90,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,60,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,115,MISSING,MISSING,50,10,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,20,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,77,MISSING,MISSING,12,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,DLAB,MISSING,MISSING,15,MISSING,MISSING,4,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,2,2013.C.WP5SFR.2,MBRS,11:00,3,MISSING,MISSING,OANN,MISSING,MISSING,180,MISSING,MISSING,70,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,3,2013.C.WP5SFR.3,MBRS,11:00,3,MISSING,MISSING,PSTR,MISSING,MISSING,14,MISSING,MISSING,13,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,3,2013.C.WP5SFR.3,MBRS,11:00,3,MISSING,MISSING,PSTR,MISSING,MISSING,13,MISSING,MISSING,14,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,3,2013.C.WP5SFR.3,MBRS,11:00,3,MISSING,MISSING,MCAV,MISSING,MISSING,10,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,3,2013.C.WP5SFR.3,MBRS,11:00,3,MISSING,MISSING,MCAV,MISSING,MISSING,19,MISSING,MISSING,21,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5SFR,3,2013.C.WP5SFR.3,MBRS,11:00,3,MISSING,MISSING,MCOM,MISSING,MISSING,17,MISSING,MISSING,23,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,17,MISSING,MISSING,10,0,MISSING,1,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,PPOR,MISSING,MISSING,32,MISSING,MISSING,21,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,PPOR,MISSING,MISSING,15,MISSING,MISSING,10,0,MISSING,20,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,PPOR,MISSING,MISSING,33,MISSING,MISSING,22,5,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,ACER,MISSING,MISSING,65,MISSING,MISSING,45,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,15,MISSING,MISSING,12,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,MFER,MISSING,MISSING,18,MISSING,MISSING,4,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,15,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,10,MISSING,MISSING,11,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,17,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,21,MISSING,MISSING,16,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,12,MISSING,MISSING,9,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,SINT,MISSING,MISSING,11,MISSING,MISSING,8,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,15,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,SINT,MISSING,MISSING,17,MISSING,MISSING,3,0,MISSING,40,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,SBOU,MISSING,MISSING,11,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,SSID,MISSING,MISSING,10,MISSING,MISSING,3,0,MISSING,0,None,MISSING,MISSING,P,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,OFRA,MISSING,MISSING,20,MISSING,MISSING,28,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,11,MISSING,MISSING,4,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,19,MISSING,MISSING,10,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,1,2013.C.WP5DFR.1,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,12,MISSING,MISSING,9,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,2,2013.C.WP5DFR.2,MBRS,9:50,10,MISSING,MISSING,CNAT,MISSING,MISSING,101,MISSING,MISSING,30,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,2,2013.C.WP5DFR.2,MBRS,9:50,10,MISSING,MISSING,PFUR,MISSING,MISSING,27,MISSING,MISSING,19,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,2,2013.C.WP5DFR.2,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,10,MISSING,MISSING,5,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,2,2013.C.WP5DFR.2,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,12,MISSING,MISSING,4,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,2,2013.C.WP5DFR.2,MBRS,9:50,10,MISSING,MISSING,OFRA,MISSING,MISSING,13,MISSING,MISSING,5,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,2,2013.C.WP5DFR.2,MBRS,9:50,10,MISSING,MISSING,OFRA,MISSING,MISSING,45,MISSING,MISSING,15,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,2,2013.C.WP5DFR.2,MBRS,9:50,10,MISSING,MISSING,AAGA,MISSING,MISSING,15,MISSING,MISSING,8,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
2013,2013-07-29,WP5DFR,2,2013.C.WP5DFR.2,MBRS,9:50,10,MISSING,MISSING,PAST,MISSING,MISSING,15,MISSING,MISSING,3,0,MISSING,0,None,MISSING,MISSING,UB,TABA,
