Year,Date,Site,Transect,Uniq_Transect,Protocol,Start_Time,Temp,Species,Num,Collector,Notes
2010,2010-07-30,WP4SFR,5,2010.F.WP4SFR.5,MBRS,MISSING,MISSING,DiademaJuv,0,MISSING,
2010,2010-07-30,WP4SFR,5,2010.F.WP4SFR.5,MBRS,MISSING,MISSING,Diadema,0,MISSING,
2010,2010-07-30,WP4SFR,5,2010.F.WP4SFR.5,MBRS,MISSING,MISSING,OtherUrchins,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,5,2010.F.WP4SFR.5,MBRS,MISSING,MISSING,Lobster,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,5,2010.F.WP4SFR.5,MBRS,MISSING,MISSING,Conch,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,5,2010.F.WP4SFR.5,MBRS,MISSING,MISSING,Cucumbers,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,6,2010.F.WP4SFR.6,MBRS,MISSING,MISSING,DiademaJuv,0,MISSING,
2010,2010-07-30,WP4SFR,6,2010.F.WP4SFR.6,MBRS,MISSING,MISSING,Diadema,0,MISSING,
2010,2010-07-30,WP4SFR,6,2010.F.WP4SFR.6,MBRS,MISSING,MISSING,OtherUrchins,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,6,2010.F.WP4SFR.6,MBRS,MISSING,MISSING,Lobster,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,6,2010.F.WP4SFR.6,MBRS,MISSING,MISSING,Conch,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,6,2010.F.WP4SFR.6,MBRS,MISSING,MISSING,Cucumbers,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,7,2010.F.WP4SFR.7,MBRS,MISSING,MISSING,DiademaJuv,0,MISSING,
2010,2010-07-30,WP4SFR,7,2010.F.WP4SFR.7,MBRS,MISSING,MISSING,Diadema,0,MISSING,
2010,2010-07-30,WP4SFR,7,2010.F.WP4SFR.7,MBRS,MISSING,MISSING,OtherUrchins,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,7,2010.F.WP4SFR.7,MBRS,MISSING,MISSING,Lobster,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,7,2010.F.WP4SFR.7,MBRS,MISSING,MISSING,Conch,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,7,2010.F.WP4SFR.7,MBRS,MISSING,MISSING,Cucumbers,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,8,2010.F.WP4SFR.8,MBRS,MISSING,MISSING,DiademaJuv,1,MISSING,
2010,2010-07-30,WP4SFR,8,2010.F.WP4SFR.8,MBRS,MISSING,MISSING,Diadema,0,MISSING,
2010,2010-07-30,WP4SFR,8,2010.F.WP4SFR.8,MBRS,MISSING,MISSING,OtherUrchins,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,8,2010.F.WP4SFR.8,MBRS,MISSING,MISSING,Lobster,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,8,2010.F.WP4SFR.8,MBRS,MISSING,MISSING,Conch,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-30,WP4SFR,8,2010.F.WP4SFR.8,MBRS,MISSING,MISSING,Cucumbers,MISSING,MISSING,Not surveyed in 2010
2010,2010-07-29,WP5BR,1,2010.F.WP5BR.1,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5BR,1,2010.F.WP5BR.1,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5BR,1,2010.F.WP5BR.1,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,1,2010.F.WP5BR.1,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,1,2010.F.WP5BR.1,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,1,2010.F.WP5BR.1,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,2,2010.F.WP5BR.2,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5BR,2,2010.F.WP5BR.2,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5BR,2,2010.F.WP5BR.2,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,2,2010.F.WP5BR.2,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,2,2010.F.WP5BR.2,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,2,2010.F.WP5BR.2,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,3,2010.F.WP5BR.3,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5BR,3,2010.F.WP5BR.3,MBRS,MISSING,MISSING,Diadema,1,VIAL,
2010,2010-07-29,WP5BR,3,2010.F.WP5BR.3,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,3,2010.F.WP5BR.3,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,3,2010.F.WP5BR.3,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,3,2010.F.WP5BR.3,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,4,2010.F.WP5BR.4,MBRS,MISSING,MISSING,DiademaJuv,1,VIAL,
2010,2010-07-29,WP5BR,4,2010.F.WP5BR.4,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5BR,4,2010.F.WP5BR.4,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,4,2010.F.WP5BR.4,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,4,2010.F.WP5BR.4,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,4,2010.F.WP5BR.4,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,5,2010.F.WP5BR.5,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5BR,5,2010.F.WP5BR.5,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5BR,5,2010.F.WP5BR.5,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,5,2010.F.WP5BR.5,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,5,2010.F.WP5BR.5,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,5,2010.F.WP5BR.5,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,6,2010.F.WP5BR.6,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5BR,6,2010.F.WP5BR.6,MBRS,MISSING,MISSING,Diadema,1,VIAL,
2010,2010-07-29,WP5BR,6,2010.F.WP5BR.6,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,6,2010.F.WP5BR.6,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,6,2010.F.WP5BR.6,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,6,2010.F.WP5BR.6,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,7,2010.F.WP5BR.7,MBRS,MISSING,MISSING,DiademaJuv,1,VIAL,
2010,2010-07-29,WP5BR,7,2010.F.WP5BR.7,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5BR,7,2010.F.WP5BR.7,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,7,2010.F.WP5BR.7,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,7,2010.F.WP5BR.7,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,7,2010.F.WP5BR.7,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,8,2010.F.WP5BR.8,MBRS,MISSING,MISSING,DiademaJuv,1,VIAL,
2010,2010-07-29,WP5BR,8,2010.F.WP5BR.8,MBRS,MISSING,MISSING,Diadema,1,VIAL,
2010,2010-07-29,WP5BR,8,2010.F.WP5BR.8,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,8,2010.F.WP5BR.8,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,8,2010.F.WP5BR.8,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5BR,8,2010.F.WP5BR.8,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,1,2010.F.WP5DFR.1,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5DFR,1,2010.F.WP5DFR.1,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5DFR,1,2010.F.WP5DFR.1,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,1,2010.F.WP5DFR.1,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,1,2010.F.WP5DFR.1,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,1,2010.F.WP5DFR.1,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,2,2010.F.WP5DFR.2,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5DFR,2,2010.F.WP5DFR.2,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5DFR,2,2010.F.WP5DFR.2,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,2,2010.F.WP5DFR.2,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,2,2010.F.WP5DFR.2,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,2,2010.F.WP5DFR.2,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,3,2010.F.WP5DFR.3,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5DFR,3,2010.F.WP5DFR.3,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5DFR,3,2010.F.WP5DFR.3,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,3,2010.F.WP5DFR.3,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,3,2010.F.WP5DFR.3,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,3,2010.F.WP5DFR.3,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,4,2010.F.WP5DFR.4,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5DFR,4,2010.F.WP5DFR.4,MBRS,MISSING,MISSING,Diadema,2,VIAL,
2010,2010-07-29,WP5DFR,4,2010.F.WP5DFR.4,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,4,2010.F.WP5DFR.4,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,4,2010.F.WP5DFR.4,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,4,2010.F.WP5DFR.4,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,5,2010.F.WP5DFR.5,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5DFR,5,2010.F.WP5DFR.5,MBRS,MISSING,MISSING,Diadema,2,VIAL,
2010,2010-07-29,WP5DFR,5,2010.F.WP5DFR.5,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,5,2010.F.WP5DFR.5,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,5,2010.F.WP5DFR.5,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,5,2010.F.WP5DFR.5,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,6,2010.F.WP5DFR.6,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5DFR,6,2010.F.WP5DFR.6,MBRS,MISSING,MISSING,Diadema,1,VIAL,
2010,2010-07-29,WP5DFR,6,2010.F.WP5DFR.6,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,6,2010.F.WP5DFR.6,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,6,2010.F.WP5DFR.6,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,6,2010.F.WP5DFR.6,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,7,2010.F.WP5DFR.7,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5DFR,7,2010.F.WP5DFR.7,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5DFR,7,2010.F.WP5DFR.7,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,7,2010.F.WP5DFR.7,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,7,2010.F.WP5DFR.7,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,7,2010.F.WP5DFR.7,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,8,2010.F.WP5DFR.8,MBRS,MISSING,MISSING,DiademaJuv,1,VIAL,
2010,2010-07-29,WP5DFR,8,2010.F.WP5DFR.8,MBRS,MISSING,MISSING,Diadema,1,VIAL,
2010,2010-07-29,WP5DFR,8,2010.F.WP5DFR.8,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,8,2010.F.WP5DFR.8,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,8,2010.F.WP5DFR.8,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5DFR,8,2010.F.WP5DFR.8,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,1,2010.F.WP5SFR.1,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5SFR,1,2010.F.WP5SFR.1,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5SFR,1,2010.F.WP5SFR.1,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,1,2010.F.WP5SFR.1,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,1,2010.F.WP5SFR.1,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,1,2010.F.WP5SFR.1,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,2,2010.F.WP5SFR.2,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5SFR,2,2010.F.WP5SFR.2,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5SFR,2,2010.F.WP5SFR.2,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,2,2010.F.WP5SFR.2,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,2,2010.F.WP5SFR.2,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,2,2010.F.WP5SFR.2,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,3,2010.F.WP5SFR.3,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5SFR,3,2010.F.WP5SFR.3,MBRS,MISSING,MISSING,Diadema,1,VIAL,
2010,2010-07-29,WP5SFR,3,2010.F.WP5SFR.3,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,3,2010.F.WP5SFR.3,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,3,2010.F.WP5SFR.3,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,3,2010.F.WP5SFR.3,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,4,2010.F.WP5SFR.4,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5SFR,4,2010.F.WP5SFR.4,MBRS,MISSING,MISSING,Diadema,2,VIAL,
2010,2010-07-29,WP5SFR,4,2010.F.WP5SFR.4,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,4,2010.F.WP5SFR.4,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,4,2010.F.WP5SFR.4,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,4,2010.F.WP5SFR.4,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,5,2010.F.WP5SFR.5,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5SFR,5,2010.F.WP5SFR.5,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5SFR,5,2010.F.WP5SFR.5,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,5,2010.F.WP5SFR.5,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,5,2010.F.WP5SFR.5,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,5,2010.F.WP5SFR.5,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,6,2010.F.WP5SFR.6,MBRS,MISSING,MISSING,DiademaJuv,1,VIAL,
2010,2010-07-29,WP5SFR,6,2010.F.WP5SFR.6,MBRS,MISSING,MISSING,Diadema,1,VIAL,
2010,2010-07-29,WP5SFR,6,2010.F.WP5SFR.6,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,6,2010.F.WP5SFR.6,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,6,2010.F.WP5SFR.6,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,6,2010.F.WP5SFR.6,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,7,2010.F.WP5SFR.7,MBRS,MISSING,MISSING,DiademaJuv,0,VIAL,
2010,2010-07-29,WP5SFR,7,2010.F.WP5SFR.7,MBRS,MISSING,MISSING,Diadema,3,VIAL,
2010,2010-07-29,WP5SFR,7,2010.F.WP5SFR.7,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,7,2010.F.WP5SFR.7,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,7,2010.F.WP5SFR.7,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,7,2010.F.WP5SFR.7,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,8,2010.F.WP5SFR.8,MBRS,MISSING,MISSING,DiademaJuv,1,VIAL,
2010,2010-07-29,WP5SFR,8,2010.F.WP5SFR.8,MBRS,MISSING,MISSING,Diadema,0,VIAL,
2010,2010-07-29,WP5SFR,8,2010.F.WP5SFR.8,MBRS,MISSING,MISSING,OtherUrchins,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,8,2010.F.WP5SFR.8,MBRS,MISSING,MISSING,Lobster,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,8,2010.F.WP5SFR.8,MBRS,MISSING,MISSING,Conch,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-29,WP5SFR,8,2010.F.WP5SFR.8,MBRS,MISSING,MISSING,Cucumbers,MISSING,VIAL,Not surveyed in 2010
2010,2010-07-26,WP6BR,1,2010.F.WP6BR.1,MBRS,MISSING,MISSING,DiademaJuv,0,CECA,"Rough sea condition, cloud cover 8/8, VIAL also a data collector"
2010,2010-07-26,WP6BR,1,2010.F.WP6BR.1,MBRS,MISSING,MISSING,Diadema,0,CECA,"Rough sea condition, cloud cover 8/8, VIAL also a data collector"
2010,2010-07-26,WP6BR,1,2010.F.WP6BR.1,MBRS,MISSING,MISSING,OtherUrchins,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,1,2010.F.WP6BR.1,MBRS,MISSING,MISSING,Lobster,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,1,2010.F.WP6BR.1,MBRS,MISSING,MISSING,Conch,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,1,2010.F.WP6BR.1,MBRS,MISSING,MISSING,Cucumbers,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,2,2010.F.WP6BR.2,MBRS,MISSING,MISSING,DiademaJuv,0,CECA,"Rough sea condition, cloud cover 8/8, VIAL also a data collector"
2010,2010-07-26,WP6BR,2,2010.F.WP6BR.2,MBRS,MISSING,MISSING,Diadema,1,CECA,"Rough sea condition, cloud cover 8/8, VIAL also a data collector"
2010,2010-07-26,WP6BR,2,2010.F.WP6BR.2,MBRS,MISSING,MISSING,OtherUrchins,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,2,2010.F.WP6BR.2,MBRS,MISSING,MISSING,Lobster,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,2,2010.F.WP6BR.2,MBRS,MISSING,MISSING,Conch,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,2,2010.F.WP6BR.2,MBRS,MISSING,MISSING,Cucumbers,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,3,2010.F.WP6BR.3,MBRS,MISSING,MISSING,DiademaJuv,0,CECA,"Rough sea condition, cloud cover 8/8, VIAL also a data collector"
2010,2010-07-26,WP6BR,3,2010.F.WP6BR.3,MBRS,MISSING,MISSING,Diadema,0,CECA,"Rough sea condition, cloud cover 8/8, VIAL also a data collector"
2010,2010-07-26,WP6BR,3,2010.F.WP6BR.3,MBRS,MISSING,MISSING,OtherUrchins,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,3,2010.F.WP6BR.3,MBRS,MISSING,MISSING,Lobster,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,3,2010.F.WP6BR.3,MBRS,MISSING,MISSING,Conch,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,3,2010.F.WP6BR.3,MBRS,MISSING,MISSING,Cucumbers,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,4,2010.F.WP6BR.4,MBRS,MISSING,MISSING,DiademaJuv,0,CECA,"Rough sea condition, cloud cover 8/8, VIAL also a data collector"
2010,2010-07-26,WP6BR,4,2010.F.WP6BR.4,MBRS,MISSING,MISSING,Diadema,0,CECA,"Rough sea condition, cloud cover 8/8, VIAL also a data collector"
2010,2010-07-26,WP6BR,4,2010.F.WP6BR.4,MBRS,MISSING,MISSING,OtherUrchins,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,4,2010.F.WP6BR.4,MBRS,MISSING,MISSING,Lobster,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,4,2010.F.WP6BR.4,MBRS,MISSING,MISSING,Conch,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,4,2010.F.WP6BR.4,MBRS,MISSING,MISSING,Cucumbers,MISSING,CECA,Not surveyed in 2010
2010,2010-07-26,WP6BR,5,2010.F.WP6BR.5,MBRS,MISSING,MISSING,DiademaJuv,0,CECA,"Rough sea condition, cloud cover 8/8, VIAL also a data collector"
2010,2010-07-26,WP6BR,5,2010.F.WP6BR.5,MBRS,MISSING,MISSING,Diadema,0,CECA,"Rough sea condition, cloud cover 8/8, VIAL also a data collector"
2010,2010-07-26,WP6BR,5,2010.F.WP6BR.5,MBRS,MISSING,MISSING,OtherUrchins,MISSING,CECA,Not surveyed in 2010
